fips	tvotes	clintonpct	sanderspct	undervt	ratio
22089	3246	0.691620456	0.242452249	0.065927295	1.173656
40147	3888	0.424125514	0.515946502	0.059927984	1.174123953
22107	594	0.828282828	0.102693603	0.069023569	1.176957557
37155	16585	0.509918601	0.313898101	0.176183298	1.184931043
22047	5314	0.696085811	0.196085811	0.107828378	1.186567139
37187	2213	0.620876638	0.269769544	0.109353818	1.19305391
12107	6440	0.494099379	0.426552795	0.079347826	1.194321531
22005	5937	0.710965134	0.233114368	0.055920499	1.20224962
22121	2966	0.73432232	0.198583951	0.067093729	1.202761666
22105	6497	0.656764661	0.254886871	0.088348469	1.207498418
22075	941	0.716259299	0.227417641	0.056323061	1.211918234
12043	776	0.49871134	0.403350515	0.097938144	1.212196031
22119	2510	0.748207171	0.173705179	0.078087649	1.213767692
22097	6212	0.741468126	0.190598841	0.067933033	1.21820145
12065	2585	0.646421663	0.294777563	0.058800774	1.221414552
12049	1004	0.52689243	0.391434263	0.081673307	1.222317325
37017	5780	0.59550173	0.26366782	0.14083045	1.226341652
37113	3234	0.478664193	0.441558442	0.079777365	1.228095362
40083	3124	0.420614597	0.526568502	0.052816901	1.241330338
22093	2572	0.82192846	0.125972006	0.052099533	1.241464078
22083	914	0.761487965	0.147702407	0.090809628	1.245215386
40031	7848	0.448904179	0.48470948	0.06638634	1.247510836
37095	957	0.479623824	0.405433647	0.114942529	1.253935016
22087	1696	0.623231132	0.310731132	0.066037736	1.253967996
37005	1274	0.441915228	0.448194662	0.10989011	1.257332185
22045	3269	0.664117467	0.246558581	0.089323952	1.260579292
